essay_id,TOP1,is_pc2
26de96d,9FD63A312A5D,1
26e091d,F29B97D1EC0D,1
26e68ea,78CF84EC2C45,0
26e8410,0E2365EB6DFB,1
26e8509,8E7E9E5B0738,1
26e8ddf,B5D9F34D2CAC,1
26f358b,AFBEA4BA2D3C,0
26f510e,3B1E1E86BAC4,1
26fcefe,399134D6E1E8,1
26fd6e8,EAC04F8D1B4D,1
2704439,ABB4C6E07E71,0
2705967,CC0A370ABE55,1
2706317,71B6B3BAAD43,0
27065ce,1807B25C64DB,0
270e38d,CFF8F67F1D50,1
270fe6b,803FA7997692,1
27118ce,A2A80E683990,1
271dcfb,8006B9ECA272,0
2720b3c,E7C8FB41C6BB,1
2720d23,125B2995B3D0,1
27215d2,F7B1482E1A33,1
27226f8,0FA4341980D4,0
27295aa,A7B788E51FF5,0
2734a49,2C8EB67B3FC6,1
2736215,2FF6A393234F,1
27382f8,A8A7C9D4522B,1
273de22,A47BE7BB6F08,1
273ea57,3BB9E5810173,1
273fb7d,35DA1D474645,0
2741513,53EAE8EA05E8,1
27427c9,AF4EE3838A58,1
274349c,9378439A9F12,1
2747e79,EEA3BAB81E61,1
2748f2a,427859B8C7CA,1
274b414,84CD770A3BA1,1
274d9d2,1EF99E72B0AE,1
274eaf9,5D2CF34DAD3E,1
2750d35,88E81B040A5A,1
2750fc1,DA456F289565,0
2753b35,17707E056981,1
2773770,B8CF0007C880,0
2774edc,36EC4840B452,0
2782b6f,88AF43473E2F,1
2784f18,7C4B36428EC3,1
2787866,CEB24055B197,1
2792d0f,CB3F1B872540,0
279e329,3E875F22BACF,1
27be78b,99422C9F7911,1
27c0af1,3B74CC6B339E,1
27c1469,22C4C204966D,0
27c2c70,5ACC0F9409A6,1
27c472a,144FB09B0949,1
27c512c,0C7890BF0A4E,1
27c933b,B1B0D8237ED0,1
27d745e,8596D61308E5,1
27d8978,4881ADFB25A8,1
27d8c7f,B4E773CB8A7D,1
27d8ecd,0646F7BFC681,1
27da61e,E5B076EB95A7,1
27dcaba,F1D9B57A9BA6,1
27dce02,2A4FCD86BA0D,1
27e155e,CBBDC9BB3F04,0
27e50f2,A39261D4A017,1
27e68cc,F8B2728641FB,0
27e6dd8,D004F9D936DA,0
27e7609,D9C076040D83,0
27ea74c,F82A5AAFDB28,1
27ec6d0,D8E725C215E8,1
27f3259,E685D772029C,1
27f5975,B8C06B8720EA,1
27f6b4c,D5B1241C2FB2,1
27fabca,417CEC19CAD5,0
27feddd,C355331B3B0B,0
28028e0,3CB373309402,1
2802c3d,3250D4B074AE,1
2805912,DA0E23008066,1
28070d2,69EC06408ECC,0
2807acf,091CFD7CE3D2,1
2809bd6,94ADD986E4CA,1
280a8d8,5CC4975A833D,1
280c9d5,D97A2C636D38,1
280f3ec,7B33F5CB5EE1,0
2810399,7E20369B1AF5,1
281b69e,A39F0AEF0A98,1
281c018,3927EE7FC83C,1
28229c3,59A4AD465412,0
2822b94,57167C40AB58,0
2823575,8C1B62C2D756,1
2823ac5,5EF70094623C,1
282c1bd,06FA7149EBB4,1
282e565,56E1A1651686,1
282e717,2ED7C3F1641F,1
2830462,738E700E4719,1
2833102,418FA96CF4CF,1
2833cfd,E7EE985C497E,1
2835045,B1CFC1B4CECA,1
2836518,EE84462914A3,0
2836ae3,75CAC98E8BEF,1
2837087,A37EC2666F34,1
28382e5,38D029FA4908,1
283ae2f,E8C9D163D481,0
283dd5f,62927C04AF56,1
283e586,ECAE91FCDDB4,1
2840b73,B056CFFBFF3C,1
2841bdd,498A92D2D088,0
284c676,CFE287BA55DB,1
284d362,EF0E373C3926,0
2850024,727B0ACD3828,1
2853974,2F03115999F1,0
286282f,67325C66D1E0,1
28645f2,CDB74E83348F,1
28669a4,3421FA987949,1
286ff14,8AC33F8E9C35,0
2873095,CEBEAA1F60DE,1
2874df1,E10D5E79B0A0,0
287950c,BF76F7BE36CF,1
287a0b6,4F627C43D63F,1
287b18b,8110DDAAC3CC,1
287d547,95FE7FC98A67,1
287e0bd,5A069D86C23D,1
287ed5e,694238280A93,1
287f1a7,E1A0A8C51458,1
2882fdb,DE05DCB75D79,1
2887b93,657F7B279C83,1
2887d53,EC27D3A82C63,1
288c02f,60B4DF86C05D,1
2895919,AB8BE95ADDD7,1
2899c5a,924DCA9621EF,1
289b64b,F568E1C89A02,1
289c956,7A0C11980EB8,0
289dbd1,985B2CF2C08F,1
28b808f,8B4B9ECDB856,0
28c14d7,BE28ACA50D03,1
28c8ca4,D95605EC040B,0
28cf870,778BE232AA1A,1
28cfca6,037059DAD8EF,1
28d2498,176EEB8310AC,1
28d24e7,577D6C7F59C6,0
28d3646,5E3A5B645F49,1
28d472e,E0CD80A39381,1
28d7776,BD0B0FC905B0,1
28de37d,F733B1C8CB49,0
28de5fe,8269B8D51892,1
28e7f41,D378BBBEB080,0
28e9a88,57AB2EB3B7B6,0
28ebecb,E7276788F5CF,0
28f0c5d,8DFC07B4B775,0
28f131b,40622EF40134,1
28f67c4,C5C9DAB3465A,0
290970a,4CF7B1470033,1
290c870,1A9C565E8DC7,0
290cf6b,7DDC0463AE26,1
290d458,FDFEDB4A87C9,1
290f452,0C2BEA6C812A,1
29139ff,2F99EE4EDA27,0
2916425,06A2C91F38FE,1
2917d93,37848FC43982,1
29194fa,D9615CC446CA,1
29273d7,9EED250FE333,1
2929f3b,304F363557F4,0
292cb9f,20E41EFD4FB8,1
292e15a,E3BE14D5E952,0
292fbde,8452DCB2606B,1
292ff9c,75F00E3A019D,1
29338c6,7C464252BE20,1
2934387,B28CE3CD571D,1
2936d38,CEF6DE090E2B,0
29388ff,F2D6B8E26072,0
29399d5,334B7E750FA3,0
293f43c,2F3B801D2C6E,1
2941225,38409F4CD68F,1
294affa,06E5ACD7F079,0
294cfe5,CFF4025051F2,1
2956d34,C5B3E94CCB8B,1
295777d,ED29FC920FF3,1
295ad90,518C1FA2FA06,1
295f8ea,F6346D2D620F,0
296c49a,A98C2FA29898,1
296daf4,7DA62AE894D7,1
296e7b0,4A0DE4279A55,1
29705a1,333E6442C28B,1
2972937,D343B114EB72,0
29743cd,30E611671A72,1
2975d96,6C3867A231E0,1
2977ec6,2834DAFAB489,1
297822d,D08D661DF383,0
297885d,04084A8CDF16,0
297c419,D9B85CAE8834,1
2980c32,73769C2D4519,1
29835f7,BFF07046CF7A,1
29851d7,7A5F17C4B524,1
2986cad,4CF61F3A8568,0
2989f37,12BB75BB1FDF,1
2997d0c,FF56A22D6714,1
299a003,542FD18E9ADA,1
299a5f3,E90DC0CBE28E,1
299d0f0,C7AAB0BFFCFE,0
29a0567,EB191792379F,1
29a6a6b,7E7702C6A641,0
29a6e58,81F515606B77,1
29a7d43,5D5B9C621FF4,1
29aa983,AD61576E5147,0
29ad56e,EB7944FDAF63,1
29b1abb,439B4B707E10,1
29b872f,25003EA91F98,1
29b9ef3,25A3525957E5,1
29bfa76,F14A98EB4BB0,1
29c2511,3D3D96AFD65A,0
29c2c2d,218B73B47223,1
29c499d,CE3C25E291B2,1
29ce267,B4FBC20225BC,1
29cf025,914F9FDCF4B8,1
29d00ed,3C44018480D7,0
29d4a8c,B07E96B9767C,1
29d8985,78056C71D4FA,1
29daf40,A5AF9A85E1DA,1
29def82,6267F14268EA,0
29e3246,1EE3AB4F2654,1
29e4c71,83FB519F21F2,0
29ebaab,1E2844A2BE02,1
29edcfa,3FF3A8F8AE90,1
29efbea,D4CC70CA874A,1
29f0b19,375EFDE3B08A,1
29f91ca,762F8D750987,1
29fa226,628EA8D06E80,1
29fa6eb,B15DEE2358C8,1
29fb0d0,CD17678005B9,0
29fe49b,F7CD45B0F896,1
29ff531,32846DE096A4,1
2a09cb9,215827A144F8,1
2a0f5b4,D4794C93DF13,1
2a14518,3D5B924BB51B,0
2a161b2,B7A2217E202B,0
2a162fa,2F5986C99FA9,0
2a188a7,8127AE26E15A,1
2a1adef,983925C8CFCF,1
2a1e9ef,BC8237E7AC1E,1
2a21d68,E7276788F5CF,1
2a26e9d,93F44C7E955A,1
2a2d8ba,D578A055AF5A,1
2a2f394,E088D1A59F4C,1
2a36c77,804E632FC6F7,1
2a38aa5,43FA2AEEBD18,1
2a3cc3b,FE129177A067,1
2a3da2b,780B302C5523,1
2a3f826,8D5155860C3A,0
2a41ece,85C59A962C03,0
2a447bd,3FF7998605A0,0
2a45bab,5A1E6E8CDE7F,1
2a4b0b5,609FABF99E0F,1
2a4ca7b,9E729919B8A1,0
2a519df,85FE4DEEB9C1,1
2a52391,A8D52D24BF51,1
2a585ab,1AC7A5B43AA7,1
2a62a1c,48BADB05D674,1
2a70d56,6320FA8D8D17,1
2a73724,73E31A7D5720,1
2a76a2f,8C21366D27DF,1
2a7701b,EFBF161C49F4,1
2a785b1,19957ACA9460,0
2a7d71d,D0814A29CADE,1
2a7dcac,96A1B8E986A9,1
2a838f9,401C11CCA526,1
2a847b0,D6ADA6742294,1
2a857fb,F27957F2AC4B,1
2a911f5,00C9687FDE95,0
2a912c5,AE8891205D90,1
2a97d85,04ECBE5E8C83,0
2a9bea8,AEBBDA85E605,1
2aa01a0,84E6DB2255FB,1
2aa5a24,3CBD92690811,0
2aa79b2,D9B01C6A4F52,1
2aaa8cf,2A328F389910,1
2ab0ffc,083A9DA1B063,1
2ab58a5,43B8AFB8396B,1
2ab69a7,A7EAE7AFF887,1
2abd742,4B6C383004CA,1
2aca278,C44019DF831B,1
2ad0a98,F6F766C1BDD2,0
2ad190b,A1A7D923316A,1
2ae04e2,01E581DF6DD1,1
2ae4810,319518E128AB,0
2ae8014,509CFF094C10,1
2aee9ae,711DD2441180,0
2aeff1e,9CE197B2A9F9,1
2af05b5,B52827FC9CCD,1
2af2552,C7F1256D1E7F,1
2af44aa,C3C371CA957E,1
2af9cde,CFED32B6596D,0
2b057fb,8B183AB7559C,1
2b075b4,B2E85A9A8F9C,1
2b082c1,6B455CA0CEE7,1
2b0bc6d,9E631C8CBE24,0
2b0d36b,A32414F5B216,0
2b14412,F8FB4470A52F,1
2b1618c,2CE78345E621,1
2b164b9,D761624275BA,1
2b1c1bf,D73D85780CE1,1
2b1fd83,DA61A6F47A15,1
2b237a3,1AEABB720102,0
2b2431b,468D150FEC7E,0
2b260d4,9BDCEB68149D,1
2b29c21,E3AF9374A97B,1
2b2bbb9,60297718AE39,1
2b33aff,CBAA8BE6A251,1
2b33dcc,2CC445B54C45,1
2b34d79,1576C11BE62F,1
2b34eff,F6ECC2B2AE10,1
2b37663,1801F16E35E4,1
2b3f2d8,FAEF7499B133,1
2b41246,112A010CE9C0,0
2b41dea,94A5C5B0F0AC,1
2b4375b,EAD6198B5EB4,0
2b48695,7EECF753189D,1
2b491f4,C40328F375B7,1
2b57626,4210C5145BCA,1
2b59589,46590A0EE40E,1
2b5d872,E054CEF2EA9F,1
2b63205,79B0AA58D079,1
2b67009,D132F97DF203,1
2b6bf6c,4C84696E7D54,1
2b6d2b7,E4824CBFEEBD,1
2b743c0,2D33AA475F14,1
2b7513d,8E6CFCBA688E,0
2b7e769,1C9B267C160B,1
2b83b27,6C474B14048B,1
2b85ea9,422E92DE57B1,1
2b87338,531CEBD0E4F8,1
2b89aad,691A1FC1C31E,1
2b8abd3,9CFC88B1493E,0
2b93ab0,E7276788F5CF,0
2b98752,E740029E13D1,1
2b9dc98,915C2D40757A,1
2ba03f1,B1FDBC8F5BAB,0
2ba1c54,5ECB1B37A25D,1
2ba1e02,8223EF35F466,0
2ba276d,396A37B6D921,1
2ba53eb,1811058EC9A2,0
2baa048,EB7555FBB357,0
2bab4f9,24A53FF7436B,0
2bb20b8,F762B24B95ED,1
2bb7f66,A6E567F5FB2C,1
2bb8a01,D6EFFD7C6FE6,1
2bbf923,ABE91534EDD7,1
2bc341e,6194CD3215CB,1
2bca0d3,2865585E0E34,1
2bca925,10F740050AD3,0
2bcd7b2,85E38E898579,0
2bd315e,DDBC9F7156D6,0
2bd48de,0411A43FF828,1
2bd6a10,F5C7732541E5,1
2bd6edc,503E1602666C,1
2bd6f85,BA1F4C988D94,0
2bda011,835DF70D576F,1
2bdb51f,A7047EDD11DF,0
2be098e,6A0FF1299F6A,1
2be103b,845FC5E8A1B7,1
2be1641,0F8DE6C459F5,0
2be5e7f,94558FCBA03C,0
2be7c8e,810503C1F4EA,0
2be962b,08CEBF338516,1
2bec064,A2CB6DF5F1EA,1
2bf6895,64DCBE09DA06,1
2bfdedf,B4171FDA94FA,1
2c00451,C776F7840FBA,1
2c00a1c,F0BF1C177C1E,0
2c0db08,C1F74C98535E,1
2c0e0dc,96948C0AFC15,1
2c11555,C24C0AF54AB1,1
2c157d1,A9B703D37217,1
2c1e68d,80591C680EBC,1
2c21b01,0F3F6283B13B,1
2c23e62,9DC1EE4E5674,0
2c24e6b,91B2B7072E51,1
2c2a9be,1C1421319DE8,0
2c2bb64,FF21DC2805A9,0
2c35c89,301C472189C7,1
2c3b302,1DC7F82830D6,0
2c3c7f9,083FA95E5371,0
2c3f197,FA619612BB82,0
2c44bf1,A0ECCACB0C5A,0
2c45808,57A5CB844EF6,1
2c46fcc,4FCE6DE00358,1
2c4ce2c,8AC4654BB990,1
2c5309d,4727C5135BC7,1
2c5940a,6CCD1AE680E2,1
2c5957b,F8CD685F9B8C,0
2c5df89,B460B20EE678,0
2c5e0fd,2870B71018F5,0
2c5f6ae,DF9E80A50907,1
2c60d12,C2E898FB39C5,1
2c64ebc,D378BBBEB080,0
2c6bc1c,3236876CE120,1
2c6c2bf,10F8D3AD9F03,0
2c6fc89,1EE05F854764,1
2c70d54,0C3514461B72,1
2c70dc8,3CBB3DCDB8EE,0
2c71277,243595E1DC6E,1
2c73a1c,551D2A846180,1
2c75ee1,35041DB0D9A8,1
2c7af05,3B2A626DE2B7,0
2c7d7f3,F2689DE81EC2,1
2c8144c,157299F1B2FD,0
2c81e5c,505A9D10C001,0
2c83487,FB2ED8D952A6,1
2c8ea49,AF077034AC88,1
2c8f20b,CD7BA9FDE486,1
2c90891,D6F39AE89719,1
2c91690,EBB6EBA6BAD2,1
2c95040,FEB37659C3F1,1
2c9e52a,567BB29B602B,1
2c9e6a6,C9962F63C98A,1
2c9eca0,2E161B99DEE3,0
2c9f598,9C8CC78B7FDB,1
2ca50cd,7F14D36AE046,1
2ca537b,9EBE86E9B255,0
2ca9101,E8E05CC3AF1C,1
2caa790,D9900BD19D55,1
2cad978,7B83C24D6069,0
2cb191e,ED67945AC887,1
2cb68c3,AFE6E553DAC2,0
2cc2a54,6E1B4AF3CDC3,1
2cc3fa2,293E4FD71A1A,1
2cc98cb,B469B1BF13BC,0
2cca23b,712A59B74C91,1
2cccea4,BA4F5A7FACD7,1
2cd0e7d,CFB5BFF82CDE,1
2cd5385,37C5596C3E4D,1
2cd8edd,8062CAE2DEEE,1
2cde373,599FC8FC644D,1
2ce625f,3FF7998605A0,1
2ce7f8d,FDF33A833F74,0
2ce9900,0DBF886E5AB6,0
2cf189d,C0F2B90AFCB0,1
2cf20ff,03D451B2441D,1
2cf2805,35070B805E8B,1
2cf48ad,28DB8FB12DF2,1
2cf54a7,331D9E877AC4,0
2cf8c75,DCEB264BCBC5,1
2cfa990,CF7C8CDC8DE2,1
2cfb8c4,EE479E35F61F,0
2d001ad,826A31145069,0
2d01aef,1D374A0B26EA,1
2d034c8,3E2D5548BCD3,1
2d04b73,ABE91534EDD7,0
2d0b80a,6DA56FC5AEFD,1
2d0c4b9,A9031F5DD3F6,1
2d1a806,D0432DB2D3A3,1
2d1abb9,82BB2259D709,1
2d1c466,25C1119EC528,1
2d1ecbe,6CA3EC0D0FC8,0
2d1f0e7,2CB9236566DA,1
2d25ccf,A28D78C1C07B,1
2d284ae,06E2497A80C8,1
2d2e355,85E38E898579,1
2d356a1,2CCEF48C3D7A,1
2d39640,46766D863BF9,1
2d39dbb,CA169FEB53F5,1
2d3ac02,64FB2B1B9ACB,0
2d41e61,CCABE8EEA6F1,1
2d454ec,D4050FAFF56E,1
2d4a651,71D8C6F66395,1
2d4f2c1,77C3AC3743F7,0
2d58e14,25AB1A453D24,0
2d65e94,CD53C96A70EB,1
2d6e6d4,E222DEC2AB20,1
2d6ecf2,93B9B1911285,1
2d6f640,0C952AD5C1EA,1
2d75dd5,0628DB049A56,1
2d7e6e9,D6DDFAD8F6B7,1
2d818b2,0CA76CE1F52D,0
2d8bbe2,037C6126FDE4,0
2d8bc0e,EAF462A84CEC,1
2d9199c,803A47175851,0
2d9517a,F83714238F21,1
2d95b14,1EAC5810BA06,1
2d9b9c4,6BBFE9252F01,0
2d9dbe2,1542F0A93AA8,1
2dab24c,8BB01F98C3A9,1
2dacefb,F9E1CD296FF3,1
2daf910,036F8E1EF7A2,1
2db1b4a,DA56D30A7A9A,1
2db3e5d,B9E1C47E39B0,1
2db61c7,26A84840825D,1
2db6925,076B24D373CA,1
2dba1aa,16DC754413F0,1
2dbac81,37AAC5427FBC,1
2dc0b75,6E48A187821C,1
2dc2c45,E7F369EC8050,1
2dc718b,0659B7E9D495,0
2dccf17,89F502AF76EA,1
2dd0e30,8.78E+11,0
2dd56e8,1.51E+11,1
2dd5ab9,2308726310EE,0
2dd6f1d,F5EFE72B5E63,1
2ddb97e,1EF5AB00CBCB,1
2de0ff3,13D13539F629,1
2de483e,1BA61A9A584F,1
2de78c5,501C158D09CC,1
2de9ae4,A51FCD8809EA,1
2ded98d,2AA8487E6390,1
2dee5f4,A27089CD4671,1
2def8af,E61D1C3EC9DD,1
2df1285,82ED15238FD1,1
2dfce3b,021663FD2F2E,1
2e01bf8,7F14D36AE046,0
2e03c89,4B759A5F8294,1
2e091c6,166FEEE83535,0
2e0b133,714651DE19D4,1
2e0ecaa,8ADAADB6FDFE,1
2e10f49,3D3E4F0B74D2,1
2e128b5,C30E3D2E4874,1
2e1430e,04F277F6562D,0
2e1756a,51E6F16CE862,0
2e1a485,5F209EC4FAFE,0
2e1b5e4,1EE7B96B426A,1
2e1bf25,136441C81C1E,1
2e1c6a8,47072B3AB55B,1
2e1f63f,CFCB2643FCDE,1
2e24a93,C9D717A3D912,1
2e2a0e8,BE8615F85409,1
2e2e458,1B2F469FBC51,1
2e312fd,17025BA7A3B3,1
2e3312c,4C8855AB5EBA,1
2e37b89,F750C9D1D988,1
2e3ae1a,51BB5D1E77E3,1
2e3e13b,FCB492F7425D,0
2e43333,24B780C7D7C2,0
2e43866,A7B788E51FF5,0
2e443f0,2E617A6D1D53,1
2e44715,5B9FE6CD8325,0
2e4bd8f,546C0401D25D,1
2e4ce3b,B17A58769FF3,1
2e56afa,676A33AB98AC,1
2e5b73c,11FA7B00B4C6,1
2e5c179,B90C3ED7033F,1
2e619b0,5BC00A6050F7,1
2e622ff,8545B456466D,1
2e62d3f,C7142A26576B,1
2e66941,908DDD3BF86B,0
2e676b6,47D48093D896,1
2e68380,E4F6E8CF801D,1
2e6c099,44DFAAAB28D3,0
2e6c9d8,67145A5E0000,1
2e78299,E7F6827A8822,0
2e85901,678D0426AC5D,1
2e86520,31ACA41EEEF4,1
2e8ae9f,EEE5DB1D5F12,1
2e8c47c,B2CBF9664DE0,1
2e8cee4,BDB0B088F383,1
2e8fd2b,859C713DD42A,0
2e91de9,565B5C8E9B05,1
2e922a8,ECF8ACDDB004,1
2e94a27,150BD0070ED0,0
2e95e4d,36637B868F5B,1
2e99f1e,2C4BB3ACA451,1
2e9bd97,D6B68D54B8FA,1
2e9d4a7,F53275C52A33,1
2ea704f,6F8200CADE90,1
2ea91d5,701E5C324B37,1
2eaad6a,7D65B1BD2697,0
2eb32bb,19C3217F89AF,1
2eb5af4,7AD80E1C41A9,0
2eb6973,9938EA5EE964,1
2eb932d,6972866BAB62,1
2eb95cd,0BE8D5466137,1
2ebe52d,72705C852528,1
2ec03c1,83C6DD1C409A,1
2ec5f1f,B6ECBEA3AB9E,0
2ec83d5,7B822DAB057D,1
2ec88c1,CC4EEADA5262,0
2ec8ca9,2C4B70623844,0
2ec9e00,EE6A06998A29,1
2eca07c,67D94C292D8D,1
2ece958,9C6B4DBF759B,0
2ed047c,085CACF9DE2B,1
2ed15ef,A3C3844D53EB,0
2ed6c19,93203D30E46D,1
2edae7a,88E8922B2650,1
2eddc0b,A5E6937363A9,1
2ee0a0e,5CF086059CCB,0
2ee1a20,1C330B58C0AE,0
2ee34f0,9CA856DBE529,1
2ee3686,AE6E407DC359,1
2ee76da,5C612C9EE44E,1
2ee795c,BFA821713F92,1
2eeab39,9E9AB5F6098F,1
2eecc01,EAE8CE22F792,1
2eee3a4,A8B5DBFB7936,1
2eef8db,04C880584304,0
2ef5d32,FEE2C4153777,1
2ef8816,6DFAF0C83FE9,0
2efa049,57C3B3BC194A,1
2efbb29,1EC5C39D73B1,1
2f022c5,6AFC2BA228ED,1
2f0294a,A3047C282C45,1
2f05f6d,9.21E+13,1
2f06170,6A19B9DAF853,1
2f08580,0BF9BE9F9648,1
2f095a0,FEF701EACFBB,1
2f1110c,7A86EA9E70AC,1
2f1718a,C8A1379D0C77,1
2f1c523,4A5FD95B6D72,0
2f1d781,BA71F335957F,0
2f242b8,F755D0C68332,1
2f28033,E7F6827A8822,0
2f2ac3d,53DBEDF116C7,1
2f3101d,6280CD375AE2,0
2f31205,BDEFD408149D,1
2f3bda4,4597FB4E692E,1
2f3c7da,DA4514D5150E,1
2f435d9,A4836DDF5863,1
2f46e1d,C620D8B8466B,1
2f4bcb2,2A906C1535A0,1
2f4c5e7,1A0156495D5C,1
2f5cf60,B0401C647A05,1
2f5ef45,B12531DE8E75,0
2f6584c,C93DCEE52172,1
2f73d77,6F0F27DE9D99,1
2f76f40,F1AFDB5CEB25,0
2f7eae5,99F66A238A08,1
2f8022d,DBBF3EF47E93,1
2f82ef0,8D5155860C3A,0
2fa5ce8,D55F7175D30E,1
2fa5e2a,A6504C463F7E,1
2fa6216,105730D34E4B,0
2faa342,2C672144BD38,1
2fac54b,FF5C702DC5B6,1
2fb3ec0,52D858E1E9D0,1
2fb426c,D2A667825CB4,1
2fb6d78,456A965F51B6,1
2fbed21,72271FDE4F35,0
2fc7982,6267F14268EA,0
2fcb0d2,4A99E2752B25,0
2fd49c6,DC66147D4EFD,1
2fd5695,B5BFAD94E4E7,1
2fd5e11,411AE0653A8C,1
2fd642e,75614E82027E,1
2fd6657,DA3BEBFACE64,1
2fdb1d6,522A18632A2F,1
2fdbf31,F7C458C740C3,1
2fe59b4,720B0AAF03EE,1
2feab62,B4528CE5BB12,1
2feed4e,FB9569BDE4BB,1
2fefa3b,494E74E149B0,1
2ff865b,6374A775E3FD,1
2fff491,886FBC31233D,0
300286f,B56ABAADC95A,1
30055de,DB763612D6A9,1
300566e,623D70660238,1
3007923,9B0344F83C66,1
3010bb8,2DC33D804E4A,0
3014e1b,D0187B1F88F7,1
3015118,CBCCDD884BBA,1
301ae02,41E37DB7A063,0
301c5a5,BEE342C0267F,1
3020500,D7D3BE73AD5A,1
3021d47,F34BB022A303,0
3022fa6,DC413B3E47E2,1
302c03d,1A30D1140E7D,1
3033717,EEF00FFCB57D,0
303710c,06D27EBDA15B,1
3038505,287EE0968912,1
303c11b,569A676ACDB9,1
303e5c2,62950FA139A0,1
3040974,D43A9EBCC420,1
304734e,4DB034BFB641,1
304b672,900946DF525A,0
304bec4,FE38B23D5585,1
304cafa,ED42630A9FFF,1
304e41c,2D8FFE4EDE76,1
30516cb,D2C660F78A38,1
305681f,A52088EEF3C7,1
3056c98,C82973983B80,1
305a4e4,456A965F51B6,0
305bda4,EDAF3096F6D6,1
305dfe1,D2477622E86A,1
30618ce,151F9011BF04,0
3066974,7AD5A8A0B658,1
306d5c8,665D11F129DF,1
30720e9,0F2FF9C6091C,1
3072ba3,54B46324BA23,1
3074cde,10C1FD31ED89,1
3077554,EF5579B524B3,0
307b540,90CE0667EFD9,1
307c738,3D47BE057E99,1
3085037,74D009D81028,0
30869db,DF60E84B59AB,1
308a06b,5D37E2E2ACCF,1
308be53,340A6EB85505,1
308d061,A2F58A334981,0
308e4ca,F4302FD22CF0,0
308f712,3F65536050FB,1
308f736,687134C8A628,1
3090536,C737906554AE,0
309bd04,467C029B1A48,1
309de20,7E4F59B507AC,0
309eb02,A9F4A8BD9B2D,1
309fe3b,08CC837C9EC3,1
30a39cd,BECA14914CFB,0
30a5a3d,C4C6482B9C24,1
30acda7,A157CD4FC4C8,1
30aed5f,EC6EFB83A674,1
30b1d9b,9655269C8247,1
30b20ea,0424AC66B7C7,1
30b779e,B8ECDF813333,1
30be42a,3E1C1E4724B2,1
30c1119,F680F4460788,1
30c179a,B3165EE32FDC,1
30d2268,75119D54385C,1
30d4a45,CFC1F5729C6D,1
30d6bfe,3A32D280A8AC,1
30e1b7b,EB75B595A8E1,1
30e3b93,BBE1713D653B,0
30e7e7a,59F2BDA00C0B,1
30ee72d,2400C8B565F1,1
30ef32c,AEB41C02EB59,1
30f0911,BB95D06EF8D4,0
30f1b0b,907F017A332D,1
30f8ef9,7504FC6D03BD,1
30ff0f0,2FE6045B44E3,1
3107452,F755D0C68332,0
310b8bc,0E1E5C1FCE2F,1
310dca5,ABE5C78F9AC3,0
31101d2,EED4EEF4523A,1
3111562,B181B21A4FA6,1
3112774,F6CB441E1EB5,0
3118039,C68C60B718D4,0
3122de5,A5C943C27546,1
3128486,4CA5DBC45ABF,1
312bef6,89A768B0EFA2,0
3130ac1,B72D0B4875B4,1
313de19,3F7B984BF69B,0
314040c,E553C3AB4595,1
3142f8d,3D3D96AFD65A,1
3147bb8,E4E9CB27B89F,0
314b42e,D78CE4181BE8,0
31530b2,6F1AED0B940E,1
3154945,196B469077F8,0
3157b9b,728610F3098D,1
31610f5,AB59B37ACAED,1
316583e,7B63367C69B4,0
3167320,E60A91172B20,1
3167722,1F2B26DEF4B4,1
3168ef6,5E9B17A298AB,0
316c1b7,4C34E92018E1,1
317173f,2690D4B28188,0
3178186,BB3E600B4BCA,0
3179784,8F5FAE7FE656,1
317fa74,DAC3B05505BE,1
318dac4,C24C0AF54AB1,0
318ff17,321557EAD41E,0
3192920,8F47C4F378EA,1
3194f6f,4AB48C9ADEB2,1
319d071,86C9035D2775,0
319d75e,D2C610D6B6CE,1
31a4f01,9392782539BD,0
31b203a,515CEA13AEE5,1
31b73d2,1A9C565E8DC7,0
31b8cf7,AE231385B80A,1
31b903a,40A5A3BCBE74,1
31be4dc,74036EED2163,1
31c0221,85138F16010B,1
31c2e4e,BA117C57D525,1
31c49e5,BCC1433ECAEB,0
31c5595,11B1A5FB25A8,1
31d3659,A57180863D6C,1
31d8391,9743D9FA4BA4,1
31d9589,EEBA14D4C42B,0
31dd5a1,215798B40912,1
31dfb5f,F25A1084D2A5,0
31e00b5,89250C89D474,1
31e0361,684E9B21A89A,1
31e190f,C6DDF1883511,0
31e4327,5C79BD93A776,0
31e5878,4.21E+101,1
31ea4a0,8CE86A8F7EE0,1
31f70db,DDAAE9D18177,1
31f7cbe,8CA92C6CCD4A,0
31fe4d7,33C2C6C219BB,1
31fffb2,C1043F3C0609,1
320475b,688BD7FE6932,1
32090e3,6F63865D3193,0
32097dc,C92DE2759732,1
320ae92,357082F57A94,0
320c246,5343347920EF,0
320f4d3,66E83D44F4A3,1
320f87a,126F954995E7,1
321758b,63BE35189978,1
3217d6b,F5476E02C6F6,1
322025b,9C6B7D64BD5E,1
322a5bf,DF82C12CD27F,1
32303e8,809B28936E81,1
32333f3,AD0F893FA473,1
32387e2,AF1B50339EB7,1
323b601,157F43E9A395,1
323bd4f,806B6B094F90,1
323c0b8,C44A702C460F,0
323cdd6,EFD320B985D6,0
3241fbf,006E0B604E93,0
3242556,56193E77BB71,0
3245968,A233228E6FBE,1
324d38b,36929B945E29,1
3252ee0,64551673D7DB,1
3256f36,C93FA4A4B1D7,1
3259adf,E14206F97D20,1
325ec31,4378E5815F2B,1
