essay_id,src,topic
3623b07,kaggle-persuade,3
36255e8,kaggle-persuade,0
362a2d1,kaggle-persuade,4
362d18f,kaggle-persuade,1
36340af,kaggle-only,12
36351aa,kaggle-persuade,0
363d99c,kaggle-persuade,0
363e205,kaggle-persuade,1
3641b74,kaggle-only,6
3643a55,kaggle-persuade,0
3644611,kaggle-persuade,0
3647ee0,kaggle-persuade,9
3651ff6,kaggle-persuade,0
36523ec,kaggle-persuade,12
3654052,kaggle-only,9
3662bff,kaggle-persuade,3
36644c1,kaggle-persuade,6
3664812,kaggle-persuade,5
366ba9d,kaggle-only,0
366c019,kaggle-persuade,0
366daac,kaggle-only,6
3671cdd,kaggle-only,12
3676aa1,kaggle-persuade,1
367b888,kaggle-persuade,9
36823af,kaggle-persuade,0
3684d35,kaggle-persuade,3
3688184,kaggle-persuade,5
368eb7e,kaggle-persuade,4
3691235,kaggle-persuade,4
3698a15,kaggle-persuade,9
3698f22,kaggle-persuade,5
369a78f,kaggle-persuade,9
369b6c2,kaggle-persuade,0
369bc0b,kaggle-only,6
36a8309,kaggle-persuade,4
36ac515,kaggle-only,9
36ad5dc,kaggle-persuade,9
36b2a34,kaggle-persuade,6
36b3126,kaggle-persuade,5
36b4fc8,kaggle-persuade,9
36bc161,kaggle-persuade,5
36bc88a,kaggle-only,6
36c2717,kaggle-only,0
36c3a79,kaggle-persuade,9
36c5b6e,kaggle-persuade,3
36d1d91,kaggle-persuade,3
36d2cfc,kaggle-persuade,5
36d39c8,kaggle-persuade,3
36d421c,kaggle-persuade,0
36d9eea,kaggle-persuade,6
36da545,kaggle-persuade,1
36dd8e8,kaggle-persuade,0
36e31bf,kaggle-only,0
36e6143,kaggle-only,12
36e8507,kaggle-only,3
36eaa58,kaggle-persuade,3
36ed198,kaggle-persuade,5
36f1f67,kaggle-only,9
36f6d67,kaggle-only,12
36f90b3,kaggle-persuade,4
36fd5ae,kaggle-only,1
36ff4b3,kaggle-only,12
370d1af,kaggle-persuade,12
370df5f,kaggle-persuade,5
37102dc,kaggle-only,6
371081f,kaggle-persuade,5
3714edf,kaggle-persuade,9
3715486,kaggle-persuade,3
3717326,kaggle-persuade,6
371835b,kaggle-persuade,3
371c937,kaggle-persuade,3
371dcd9,kaggle-persuade,3
371fe2f,kaggle-persuade,4
372ad46,kaggle-only,6
372c68e,kaggle-persuade,4
3734dc3,kaggle-persuade,12
3735524,kaggle-persuade,9
3738994,kaggle-persuade,0
3739677,kaggle-persuade,6
373a9dc,kaggle-only,1
373b14e,kaggle-only,1
373dc3f,kaggle-persuade,0
373fb48,kaggle-only,6
37404a5,kaggle-only,0
3743779,kaggle-only,9
3745735,kaggle-only,9
3747fb6,kaggle-persuade,3
3748b23,kaggle-only,9
374a74c,kaggle-persuade,12
374b731,kaggle-persuade,12
374f667,kaggle-persuade,9
3751711,kaggle-only,6
3755a66,kaggle-only,12
3756c10,kaggle-persuade,12
375c3d7,kaggle-persuade,4
375c9a7,kaggle-persuade,9
376021a,kaggle-only,0
376401e,kaggle-persuade,1
37729a0,kaggle-persuade,6
3779f66,kaggle-persuade,3
377abd0,kaggle-only,6
377afe7,kaggle-persuade,4
377b41c,kaggle-persuade,1
377c773,kaggle-persuade,5
377cdc4,kaggle-only,3
377e36b,kaggle-persuade,4
3781369,kaggle-persuade,4
3785422,kaggle-only,1
3785d1d,kaggle-only,1
3786747,kaggle-only,6
3788995,kaggle-persuade,5
378b941,kaggle-only,9
37931dc,kaggle-only,12
3793f1a,kaggle-persuade,1
379432c,kaggle-only,12
37a6cf0,kaggle-persuade,1
37aae1b,kaggle-persuade,12
37ae74c,kaggle-persuade,0
37af59a,kaggle-only,3
37af7c5,kaggle-only,1
37b0331,kaggle-only,1
37b12d1,kaggle-only,0
37b659c,kaggle-persuade,0
37b999d,kaggle-persuade,3
37c0154,kaggle-persuade,9
37c450b,kaggle-persuade,12
37c61d1,kaggle-only,3
37d7bfc,kaggle-persuade,5
37dc455,kaggle-persuade,1
37deeb5,kaggle-persuade,3
37e0414,kaggle-only,1
37e110f,kaggle-persuade,0
37e497f,kaggle-persuade,9
37e71c0,kaggle-persuade,12
37e9bc5,kaggle-persuade,0
37ef1ef,kaggle-persuade,0
37f2d28,kaggle-persuade,9
37ffbbd,kaggle-persuade,5
380aeda,kaggle-only,1
3818643,kaggle-only,6
381900c,kaggle-only,6
381c00c,kaggle-only,1
38321da,kaggle-persuade,12
3832cfe,kaggle-only,9
3833fd2,kaggle-only,12
3834b70,kaggle-persuade,1
3834cd0,kaggle-persuade,12
3837aeb,kaggle-persuade,3
3838ceb,kaggle-persuade,5
383af6e,kaggle-persuade,9
383e230,kaggle-persuade,6
383edd4,kaggle-persuade,5
3846b82,kaggle-persuade,1
384b5dd,kaggle-only,1
3854d27,kaggle-persuade,5
38562a0,kaggle-only,1
385790a,kaggle-persuade,6
38589ae,kaggle-persuade,9
385ea97,kaggle-only,6
386015d,kaggle-persuade,5
3865c55,kaggle-persuade,9
3868a3c,kaggle-only,12
38740e0,kaggle-persuade,5
387e0e5,kaggle-only,12
38844bc,kaggle-only,6
3886ce6,kaggle-persuade,0
3888966,kaggle-only,0
3889cc7,kaggle-persuade,3
388e90c,kaggle-persuade,5
389b212,kaggle-persuade,0
389c7bf,kaggle-persuade,0
389db01,kaggle-persuade,9
38a36e7,kaggle-persuade,3
38a3f6f,kaggle-persuade,0
38a752b,kaggle-only,6
38aec83,kaggle-persuade,0
38aeea4,kaggle-only,0
38b22fd,kaggle-only,3
38b605a,kaggle-persuade,12
38b93a3,kaggle-persuade,1
38c496c,kaggle-persuade,5
38ca5e0,kaggle-only,0
38d7876,kaggle-persuade,0
38d8f6c,kaggle-persuade,5
38ddc8d,kaggle-persuade,0
38e935c,kaggle-persuade,3
38ea253,kaggle-persuade,0
38eba82,kaggle-only,6
3902084,kaggle-persuade,1
3905809,kaggle-persuade,6
3906f96,kaggle-persuade,3
390ba85,kaggle-persuade,0
390be02,kaggle-only,12
390d864,kaggle-persuade,5
390f734,kaggle-only,1
3910d38,kaggle-only,6
39115ab,kaggle-persuade,12
3911a88,kaggle-persuade,5
3911f96,kaggle-persuade,3
3916a44,kaggle-only,12
391f6fa,kaggle-persuade,4
392298c,kaggle-persuade,5
3926c2c,kaggle-only,0
392b094,kaggle-only,6
3933370,kaggle-persuade,9
3933960,kaggle-persuade,6
3935ed0,kaggle-only,12
393b2fb,kaggle-persuade,6
393f182,kaggle-persuade,1
393fc11,kaggle-persuade,5
3946e1a,kaggle-persuade,5
394b71b,kaggle-persuade,3
394ce95,kaggle-only,3
3952208,kaggle-persuade,4
3953491,kaggle-only,12
3958fcf,kaggle-persuade,1
395a189,kaggle-persuade,0
395ace8,kaggle-persuade,6
395e093,kaggle-persuade,0
396197e,kaggle-persuade,3
396898a,kaggle-persuade,0
396b504,kaggle-persuade,3
396c150,kaggle-persuade,4
397608e,kaggle-persuade,5
3978930,kaggle-persuade,0
3981208,kaggle-persuade,12
3982990,kaggle-persuade,5
3984590,kaggle-persuade,1
398495a,kaggle-persuade,3
3984b13,kaggle-only,3
3984fa7,kaggle-persuade,12
3986e5a,kaggle-persuade,4
3989a43,kaggle-persuade,3
398af51,kaggle-only,0
398be0d,kaggle-persuade,1
398d69a,kaggle-persuade,3
398e51b,kaggle-persuade,4
3990b13,kaggle-persuade,1
3992f01,kaggle-persuade,12
3993eb1,kaggle-only,1
399c5b4,kaggle-persuade,4
399c926,kaggle-persuade,0
399db9f,kaggle-persuade,0
39a0218,kaggle-persuade,0
39a0c64,kaggle-persuade,5
39a1cc5,kaggle-persuade,3
39a2689,kaggle-persuade,9
39a6d61,kaggle-only,9
39a8344,kaggle-only,12
39a9978,kaggle-persuade,9
39aa8f8,kaggle-persuade,9
39b6d1e,kaggle-persuade,3
39b8a74,kaggle-persuade,4
39bd4eb,kaggle-persuade,6
39c239f,kaggle-persuade,0
39c8524,kaggle-persuade,12
39ca929,kaggle-persuade,1
39cecd2,kaggle-persuade,3
39d6bfb,kaggle-only,1
39d96a1,kaggle-persuade,4
39daa94,kaggle-persuade,6
39dad0d,kaggle-persuade,4
39dad84,kaggle-persuade,0
39dca7f,kaggle-persuade,3
39e422c,kaggle-persuade,4
39ed025,kaggle-persuade,0
39f503f,kaggle-persuade,3
39f7e07,kaggle-only,3
39f8317,kaggle-persuade,9
39f9997,kaggle-persuade,3
39fa947,kaggle-persuade,0
3a01df4,kaggle-persuade,1
3a035fb,kaggle-persuade,5
3a05703,kaggle-persuade,3
3a0686c,kaggle-persuade,4
3a0a581,kaggle-persuade,4
3a0b1c6,kaggle-persuade,0
3a0f754,kaggle-persuade,6
3a0fd12,kaggle-only,12
3a153f0,kaggle-persuade,5
3a17a01,kaggle-persuade,1
3a1dd7e,kaggle-only,6
3a1f04d,kaggle-persuade,4
3a20378,kaggle-only,3
3a20bfb,kaggle-persuade,1
3a275eb,kaggle-persuade,0
3a27911,kaggle-persuade,0
3a27c7e,kaggle-only,0
3a280d9,kaggle-persuade,4
3a2b8f0,kaggle-persuade,4
3a2c718,kaggle-persuade,0
3a2ffd1,kaggle-only,6
3a31b70,kaggle-only,9
3a3a47b,kaggle-persuade,12
3a41205,kaggle-persuade,9
3a46a7c,kaggle-persuade,12
3a481f7,kaggle-persuade,0
3a4e8d9,kaggle-persuade,5
3a53b74,kaggle-persuade,6
3a57893,kaggle-persuade,4
3a611ed,kaggle-only,3
3a664f7,kaggle-persuade,3
3a70d68,kaggle-only,12
3a737b0,kaggle-persuade,1
3a74972,kaggle-persuade,3
3a77919,kaggle-persuade,3
3a79c7f,kaggle-persuade,5
3a7a186,kaggle-only,1
3a7aa19,kaggle-persuade,5
3a7ccc8,kaggle-only,3
3a7d684,kaggle-persuade,6
3a8262e,kaggle-persuade,4
3a8b10d,kaggle-persuade,12
3a93842,kaggle-only,1
3a976b4,kaggle-persuade,0
3a97cf5,kaggle-persuade,3
3a99159,kaggle-persuade,0
3a9bdb3,kaggle-only,12
3a9c6cf,kaggle-persuade,4
3aa2365,kaggle-persuade,4
3aa696a,kaggle-persuade,12
3aaa9c1,kaggle-persuade,3
3ab1a2d,kaggle-only,1
3ab3ab1,kaggle-only,6
3ab4c11,kaggle-persuade,3
3ab54cd,kaggle-persuade,0
3ab7697,kaggle-only,0
3ab8183,kaggle-persuade,9
3aba100,kaggle-persuade,0
3abb6ee,kaggle-persuade,5
3abfed1,kaggle-persuade,6
3ac8dc9,kaggle-only,12
3ac8feb,kaggle-persuade,5
3acd644,kaggle-persuade,3
3ad3cd5,kaggle-persuade,4
3adb427,kaggle-persuade,0
3adbfc3,kaggle-persuade,3
3addf83,kaggle-persuade,3
3adfa2e,kaggle-only,0
3aea048,kaggle-persuade,9
3aea134,kaggle-persuade,4
3aea5c1,kaggle-only,12
3aed042,kaggle-persuade,9
3aedc23,kaggle-persuade,1
3aedf9d,kaggle-persuade,4
3aeffd0,kaggle-only,0
3af343a,kaggle-persuade,5
3af3bfb,kaggle-only,6
3af6a4a,kaggle-persuade,1
3af84f4,kaggle-only,0
3af8e31,kaggle-persuade,4
3aff9ea,kaggle-persuade,4
3b02e51,kaggle-only,0
3b06e15,kaggle-persuade,5
3b0840a,kaggle-persuade,4
3b0bbb9,kaggle-only,6
3b163b8,kaggle-persuade,12
3b16819,kaggle-persuade,0
3b1a669,kaggle-persuade,5
3b20650,kaggle-persuade,3
3b20a11,kaggle-persuade,12
3b223d8,kaggle-only,12
3b2cfcb,kaggle-persuade,6
3b32089,kaggle-persuade,0
3b35bfc,kaggle-persuade,12
3b3ddba,kaggle-persuade,5
3b3df14,kaggle-persuade,1
3b42d54,kaggle-persuade,4
3b480e0,kaggle-persuade,5
3b493e0,kaggle-persuade,5
3b53486,kaggle-persuade,0
3b564b2,kaggle-persuade,0
3b57e6a,kaggle-persuade,0
3b5ac80,kaggle-persuade,1
3b69214,kaggle-persuade,4
3b7149a,kaggle-persuade,9
3b755b3,kaggle-persuade,1
3b7b923,kaggle-persuade,12
3b7c88c,kaggle-persuade,3
3b80a89,kaggle-persuade,5
3b82d2b,kaggle-persuade,6
3b882f2,kaggle-only,1
3b946d1,kaggle-only,1
3b98314,kaggle-persuade,5
3b9a570,kaggle-persuade,4
3b9e818,kaggle-only,6
3b9e890,kaggle-persuade,5
3ba1dd3,kaggle-persuade,12
3ba26e9,kaggle-persuade,6
3baaf6b,kaggle-persuade,0
3baea30,kaggle-persuade,5
3baeae9,kaggle-persuade,12
3bb67ff,kaggle-only,0
3bb8ecb,kaggle-persuade,9
3bbcac0,kaggle-persuade,4
3bbd49a,kaggle-persuade,4
3bc01dc,kaggle-persuade,4
3bc1052,kaggle-persuade,4
3bc685b,kaggle-persuade,5
3bcd12a,kaggle-persuade,5
3bcd4b3,kaggle-persuade,0
3bcfc9e,kaggle-persuade,0
3bd062d,kaggle-only,1
3bd08c8,kaggle-only,1
3bd10c2,kaggle-persuade,3
3bd47c0,kaggle-persuade,5
3be8782,kaggle-only,12
3bea149,kaggle-persuade,9
3bea60c,kaggle-persuade,5
3bef3a5,kaggle-only,3
3bf20a4,kaggle-persuade,4
3bf2e42,kaggle-persuade,0
3bf4a7e,kaggle-persuade,1
3c034ac,kaggle-only,1
3c03d31,kaggle-only,0
3c0d251,kaggle-persuade,9
3c0e026,kaggle-only,0
3c12509,kaggle-persuade,12
3c126dc,kaggle-persuade,3
3c12de3,kaggle-only,1
3c13b79,kaggle-persuade,3
3c1fda4,kaggle-persuade,1
3c22d23,kaggle-persuade,9
3c23544,kaggle-persuade,5
3c24a62,kaggle-persuade,5
3c24bb0,kaggle-only,0
3c29492,kaggle-persuade,0
3c2b8aa,kaggle-persuade,1
3c2c83a,kaggle-persuade,9
3c2c934,kaggle-persuade,0
3c30a03,kaggle-persuade,4
3c3267f,kaggle-persuade,4
3c3e5dd,kaggle-persuade,3
3c40328,kaggle-persuade,12
3c41d0b,kaggle-persuade,6
3c4777e,kaggle-persuade,1
3c4f080,kaggle-persuade,4
3c4f799,kaggle-persuade,4
3c56be8,kaggle-persuade,4
3c5860f,kaggle-persuade,4
3c5e13d,kaggle-persuade,0
3c603b2,kaggle-persuade,12
3c60501,kaggle-only,1
3c65b42,kaggle-persuade,3
3c670cf,kaggle-persuade,6
3c6aa10,kaggle-persuade,4
3c6bfec,kaggle-persuade,12
3c6d6fb,kaggle-persuade,9
3c7212e,kaggle-persuade,6
3c7a135,kaggle-only,12
3c7f3f6,kaggle-persuade,0
3c81830,kaggle-only,3
3c82a94,kaggle-persuade,5
3c87dc2,kaggle-persuade,1
3c883cd,kaggle-persuade,1
3c88c11,kaggle-only,1
3c8bd10,kaggle-persuade,9
3c9291d,kaggle-persuade,1
3c92b2c,kaggle-persuade,1
3c9f409,kaggle-only,0
3ca0f42,kaggle-persuade,4
3ca4cae,kaggle-persuade,4
3ca552e,kaggle-only,12
3cabc05,kaggle-only,1
3cb576b,kaggle-persuade,6
3cb6145,kaggle-persuade,12
3cbc0e6,kaggle-only,3
3cc2f1c,kaggle-persuade,1
3cc72ff,kaggle-persuade,3
3ccf356,kaggle-persuade,0
3cd190e,kaggle-persuade,6
3cd6a2d,kaggle-persuade,1
3cdaa47,kaggle-only,0
3cdb2c8,kaggle-persuade,1
3ce331d,kaggle-persuade,0
3ce3447,kaggle-only,6
3ce7d44,kaggle-only,9
3cf0e6c,kaggle-persuade,0
3cfff58,kaggle-persuade,3
3d03dc5,kaggle-only,0
3d04367,kaggle-persuade,4
3d098ec,kaggle-persuade,3
3d0abd2,kaggle-only,6
3d0cbc9,kaggle-only,1
3d100f8,kaggle-only,6
3d10946,kaggle-persuade,6
3d13ded,kaggle-only,6
3d13edb,kaggle-only,0
3d15bdf,kaggle-persuade,0
3d17283,kaggle-persuade,4
3d186cc,kaggle-persuade,9
3d19d5a,kaggle-persuade,4
3d1a0fa,kaggle-only,1
3d1f831,kaggle-persuade,1
3d28f36,kaggle-persuade,0
3d2985e,kaggle-persuade,3
3d2d66c,kaggle-persuade,9
3d32b8a,kaggle-persuade,1
3d33aaa,kaggle-only,6
3d33d7b,kaggle-persuade,4
3d34e69,kaggle-persuade,6
3d37123,kaggle-persuade,12
3d37941,kaggle-persuade,6
3d3a721,kaggle-only,0
3d441b0,kaggle-persuade,0
3d4bc2e,kaggle-persuade,4
3d52352,kaggle-persuade,1
3d64e68,kaggle-persuade,5
3d68e8b,kaggle-persuade,6
3d6c4db,kaggle-only,3
3d73915,kaggle-persuade,9
3d74cf4,kaggle-only,1
3d890b6,kaggle-persuade,12
3d89f86,kaggle-persuade,0
3d95296,kaggle-persuade,0
3d98d24,kaggle-persuade,3
3d9c1c0,kaggle-persuade,4
3d9c7b9,kaggle-persuade,1
3d9d8bf,kaggle-only,12
3d9dfb7,kaggle-persuade,4
3dad742,kaggle-persuade,9
3db20b3,kaggle-persuade,4
3db22d6,kaggle-persuade,4
3db2fd4,kaggle-persuade,5
3db9328,kaggle-only,1
3dbb209,kaggle-persuade,5
3dbe4c6,kaggle-only,1
3dc3432,kaggle-persuade,1
3dc4b34,kaggle-only,6
3dca01c,kaggle-persuade,0
3dcaf37,kaggle-persuade,1
3dcd7e8,kaggle-persuade,3
3dce3b5,kaggle-only,3
3dce6b8,kaggle-persuade,9
3dcfa42,kaggle-only,3
3dd0ee7,kaggle-only,0
3dd3f00,kaggle-persuade,5
3dd7796,kaggle-persuade,5
3dd84ba,kaggle-persuade,9
3ddc72e,kaggle-persuade,0
3de3d97,kaggle-persuade,1
3de5352,kaggle-persuade,5
3de9f62,kaggle-persuade,0
3dea620,kaggle-only,12
3decaf5,kaggle-persuade,4
3decd13,kaggle-persuade,6
3dee2b1,kaggle-persuade,5
3def02e,kaggle-persuade,6
3def10f,kaggle-persuade,0
3df3c06,kaggle-persuade,6
3df555a,kaggle-only,3
3df743d,kaggle-persuade,1
3dfc80d,kaggle-only,1
3e0799a,kaggle-persuade,0
3e07ead,kaggle-persuade,9
3e0eb38,kaggle-persuade,4
3e11caa,kaggle-persuade,1
3e13ec4,kaggle-persuade,3
3e15f18,kaggle-persuade,1
3e1969d,kaggle-persuade,3
3e19af4,kaggle-persuade,0
3e1b6ab,kaggle-persuade,0
3e1faa5,kaggle-only,3
3e23101,kaggle-only,1
3e23640,kaggle-persuade,1
3e285b1,kaggle-persuade,4
3e2ab80,kaggle-persuade,9
3e30e6c,kaggle-persuade,4
3e34984,kaggle-persuade,1
3e3c20a,kaggle-persuade,4
3e3f686,kaggle-persuade,1
3e43f50,kaggle-only,1
3e4589a,kaggle-persuade,1
3e4b55d,kaggle-persuade,1
3e4ba35,kaggle-persuade,9
3e60172,kaggle-persuade,1
3e63dd4,kaggle-only,12
3e665c1,kaggle-persuade,5
3e68222,kaggle-only,1
3e78c7c,kaggle-only,0
3e79213,kaggle-persuade,6
3e7dd0b,kaggle-persuade,1
3e7e439,kaggle-persuade,9
3e80746,kaggle-persuade,4
3e837e8,kaggle-only,0
3e92243,kaggle-only,9
3e9dcd5,kaggle-persuade,1
3e9eed3,kaggle-persuade,9
3e9f3ea,kaggle-only,6
3ea008d,kaggle-persuade,0
3ea421a,kaggle-persuade,6
3eaa152,kaggle-only,1
3ead430,kaggle-persuade,0
3eaecf8,kaggle-persuade,12
3ebc31e,kaggle-persuade,5
3ebc796,kaggle-persuade,9
3ec8931,kaggle-persuade,3
3ec8e01,kaggle-persuade,1
3ec9ea2,kaggle-persuade,12
3ed4755,kaggle-persuade,3
3ed7d45,kaggle-persuade,5
3ef0ccb,kaggle-persuade,5
3ef2980,kaggle-only,1
3ef5d91,kaggle-persuade,5
3f02e1c,kaggle-persuade,1
3f03e94,kaggle-persuade,5
3f0b178,kaggle-persuade,0
3f0cd78,kaggle-persuade,0
3f0f953,kaggle-persuade,4
3f15b98,kaggle-persuade,1
3f1888d,kaggle-persuade,3
3f19352,kaggle-persuade,0
3f198e7,kaggle-only,0
3f19bd4,kaggle-persuade,0
3f19c05,kaggle-persuade,1
3f1cb8a,kaggle-persuade,9
3f27618,kaggle-persuade,4
3f300cc,kaggle-persuade,0
3f3d61b,kaggle-persuade,9
3f3ff43,kaggle-persuade,3
3f4103d,kaggle-persuade,4
3f42442,kaggle-persuade,0
3f46dfc,kaggle-persuade,9
3f488c7,kaggle-persuade,12
3f4a9c6,kaggle-only,12
3f4c511,kaggle-persuade,3
3f4fcbb,kaggle-only,6
3f5213f,kaggle-persuade,1
3f57bee,kaggle-only,0
3f58f82,kaggle-persuade,3
3f662e8,kaggle-only,1
3f730ba,kaggle-persuade,0
3f73eef,kaggle-persuade,6
3f75229,kaggle-only,0
3f761e1,kaggle-persuade,12
3f7c2d8,kaggle-persuade,4
3f7da0e,kaggle-persuade,3
3f82654,kaggle-persuade,5
3f852f7,kaggle-persuade,1
3f892e1,kaggle-only,12
3f8b27a,kaggle-persuade,0
3f8e2ac,kaggle-persuade,12
3f8ee4b,kaggle-persuade,3
3f8fdc4,kaggle-persuade,6
3f948e1,kaggle-only,1
3fa57a6,kaggle-only,3
3fa6785,kaggle-only,12
3faada7,kaggle-persuade,3
3fb1533,kaggle-persuade,4
3fb3a4e,kaggle-persuade,4
3fb4405,kaggle-persuade,4
3fb5a5f,kaggle-persuade,6
3fb7516,kaggle-persuade,3
3fbe68d,kaggle-persuade,0
3fc04bb,kaggle-persuade,9
3fc2fb9,kaggle-persuade,1
3fc6349,kaggle-only,6
3fccfd5,kaggle-only,12
3fcf11a,kaggle-persuade,4
3fcff84,kaggle-persuade,5
3fd037e,kaggle-persuade,4
3fd18bb,kaggle-persuade,1
3fd3ab7,kaggle-persuade,6
3fd4c4a,kaggle-persuade,9
3fdaaec,kaggle-persuade,5
3fdbec2,kaggle-persuade,0
3fdf204,kaggle-only,3
3fe0efe,kaggle-persuade,5
3fe12c4,kaggle-persuade,5
3fe1ffb,kaggle-persuade,0
3fe4901,kaggle-persuade,6
3fe76e7,kaggle-persuade,5
3feb2e6,kaggle-persuade,1
3ff2177,kaggle-persuade,3
3ff53d1,kaggle-persuade,5
3ffaa28,kaggle-persuade,4
3ffd355,kaggle-only,9
400076e,kaggle-persuade,5
400105a,kaggle-only,1
4009e22,kaggle-only,3
400b44f,kaggle-persuade,1
4015682,kaggle-persuade,0
4019327,kaggle-persuade,0
402835b,kaggle-only,0
402c653,kaggle-persuade,5
4032f7c,kaggle-persuade,4
403b099,kaggle-persuade,0
403b7f6,kaggle-persuade,1
40403c9,kaggle-persuade,4
4049cd4,kaggle-persuade,1
4051e5d,kaggle-persuade,5
4057621,kaggle-persuade,0
405f294,kaggle-persuade,12
4061085,kaggle-only,12
406731a,kaggle-persuade,4
4067a1e,kaggle-only,0
4078d22,kaggle-persuade,0
4078d46,kaggle-only,3
407f52e,kaggle-only,1
408b7f2,kaggle-persuade,1
408e427,kaggle-persuade,4
4094224,kaggle-only,6
409951c,kaggle-persuade,5
409ca29,kaggle-persuade,1
409deea,kaggle-persuade,3
409efc0,kaggle-only,1
409fa65,kaggle-persuade,0
40a2276,kaggle-persuade,4
40a9a69,kaggle-persuade,3
40a9cd9,kaggle-persuade,3
40aaa0e,kaggle-persuade,4
40ab3ee,kaggle-persuade,5
40abe90,kaggle-persuade,0
40ac432,kaggle-persuade,5
40ad316,kaggle-persuade,1
40ae87d,kaggle-persuade,0
40aea3c,kaggle-persuade,1
40aedc0,kaggle-persuade,5
40b5365,kaggle-persuade,0
40b6251,kaggle-persuade,5
40b7257,kaggle-persuade,0
40b78eb,kaggle-persuade,3
40bdb19,kaggle-persuade,5
40cba9a,kaggle-persuade,1
40d1fe4,kaggle-persuade,3
40d42ad,kaggle-persuade,3
40dade9,kaggle-persuade,5
40daf82,kaggle-persuade,3
40e315e,kaggle-persuade,3
40e6472,kaggle-only,12
40e6f7f,kaggle-persuade,9
40ff095,kaggle-persuade,9
4104399,kaggle-only,6
4105c60,kaggle-only,9
410ccee,kaggle-only,0
410ce9c,kaggle-only,6
410ef58,kaggle-persuade,3
411a4c6,kaggle-persuade,0
412350e,kaggle-only,6
413d044,kaggle-persuade,6
413fa86,kaggle-persuade,1
4143c54,kaggle-only,0
41446e4,kaggle-persuade,4
4145491,kaggle-persuade,3
4146edb,kaggle-only,12
414784d,kaggle-persuade,5
4148241,kaggle-only,1
414918c,kaggle-persuade,4
414ff8a,kaggle-persuade,12
4151723,kaggle-persuade,3
4152101,kaggle-persuade,5
41549ae,kaggle-only,1
415914f,kaggle-persuade,4
415a9a2,kaggle-only,3
415c292,kaggle-only,12
415da09,kaggle-persuade,4
415f088,kaggle-only,6
4163451,kaggle-persuade,9
416fcdf,kaggle-persuade,5
417000a,kaggle-persuade,4
4170511,kaggle-persuade,0
4170883,kaggle-only,6
417a337,kaggle-persuade,6
417d7f1,kaggle-persuade,0
417ecc3,kaggle-only,1
4180c40,kaggle-persuade,3
4183f2e,kaggle-only,0
4185a2a,kaggle-persuade,3
41867ee,kaggle-persuade,1
418f0dc,kaggle-persuade,5
418f2bf,kaggle-persuade,4
41a6642,kaggle-persuade,1
41b695b,kaggle-persuade,5
41b88e2,kaggle-persuade,4
41b9987,kaggle-persuade,0
41bb18f,kaggle-only,6
41bd378,kaggle-persuade,1
41bdcef,kaggle-persuade,0
41c10b3,kaggle-persuade,4
41cfc2c,kaggle-persuade,3
41d05c2,kaggle-persuade,5
41d63b7,kaggle-persuade,3
41d957f,kaggle-persuade,5
41de9e7,kaggle-persuade,5
41dfd07,kaggle-only,1
41e1988,kaggle-persuade,5
41e75d6,kaggle-persuade,4
41e799c,kaggle-only,0
41eab0c,kaggle-persuade,4
41eb4a6,kaggle-persuade,6
41ebc9a,kaggle-persuade,1
41ec8bc,kaggle-persuade,1
41f185b,kaggle-persuade,1
41fa076,kaggle-persuade,0
41feba2,kaggle-only,12
41ff99a,kaggle-only,1
4200326,kaggle-only,3
4204a15,kaggle-persuade,9
4205550,kaggle-persuade,3
4215a86,kaggle-only,1
421781f,kaggle-only,1
421b60f,kaggle-persuade,5
421d3f8,kaggle-persuade,5
421ed60,kaggle-persuade,0
422e6e7,kaggle-persuade,4
4232755,kaggle-persuade,1
423355a,kaggle-persuade,6
4235b26,kaggle-persuade,9
423a7ea,kaggle-persuade,0
423d789,kaggle-persuade,3
4246dc0,kaggle-persuade,6
4247306,kaggle-persuade,9
42500f0,kaggle-only,0
425325f,kaggle-persuade,1
42568da,kaggle-persuade,5
4258514,kaggle-persuade,0
425a1cd,kaggle-persuade,0
425a4b9,kaggle-only,1
425d8c4,kaggle-persuade,0
42616c7,kaggle-persuade,6
42620ae,kaggle-persuade,1
42658c0,kaggle-only,12
42672b1,kaggle-persuade,0
426b7ff,kaggle-persuade,5
426ddb6,kaggle-persuade,4
427013e,kaggle-only,6
4270df5,kaggle-persuade,1
42721ba,kaggle-persuade,3
4274e29,kaggle-persuade,4
428a9b9,kaggle-only,9
42933d4,kaggle-only,12
429a441,kaggle-persuade,0
429eccc,kaggle-only,1
429f1e2,kaggle-only,12
42a21d9,kaggle-persuade,9
42ad70e,kaggle-persuade,5
42b1a61,kaggle-only,3
42baf0a,kaggle-persuade,3
42be951,kaggle-persuade,3
42c06b3,kaggle-persuade,6
42c494d,kaggle-persuade,12
42c8dba,kaggle-persuade,1
42caf8b,kaggle-persuade,12
42d5993,kaggle-persuade,4
42d86ef,kaggle-persuade,5
42e2c21,kaggle-only,3
42e3e86,kaggle-only,6
42e55d6,kaggle-persuade,4
42e95b4,kaggle-persuade,1
42ea1c5,kaggle-persuade,1
42f073f,kaggle-persuade,12
42f54eb,kaggle-persuade,4
42f6c11,kaggle-persuade,6
42faeed,kaggle-persuade,9
42ff84e,kaggle-only,12
4301d19,kaggle-persuade,3
4302fcc,kaggle-persuade,3
4303cbd,kaggle-persuade,5
4309da2,kaggle-only,0
430d4de,kaggle-persuade,3
